interval_start,trade_id,market_id,side,entry_odds,fair_probability,edge,btc_price_entry,btc_price_close,bet_size,balance_before,balance_after,outcome,payout,profit_loss,resolved_outcome,mode
2025-12-23T02:00:00+00:00,BT-00204,SYN-202512230200,DOWN,0.4719,0.5200,0.0584,88513.72,88571.95,10.00,1199.26,1189.26,LOSS,0.00,-10.00,UP,BACKTEST
2025-12-23T03:00:00+00:00,BT-00205,SYN-202512230300,DOWN,0.4829,0.5200,0.0467,88206.80,88127.99,10.00,1189.26,1199.77,WIN,20.50,10.50,DOWN,BACKTEST
2025-12-23T03:45:00+00:00,BT-00206,SYN-202512230345,DOWN,0.4560,0.5200,0.0772,88321.00,88170.00,10.00,1199.77,1211.48,WIN,21.71,11.71,DOWN,BACKTEST
2025-12-23T04:30:00+00:00,BT-00207,SYN-202512230430,DOWN,0.4813,0.5200,0.0483,88253.48,88120.17,10.00,1211.48,1222.05,WIN,20.57,10.57,DOWN,BACKTEST
2025-12-23T05:30:00+00:00,BT-00208,SYN-202512230530,DOWN,0.4788,0.5500,0.0856,88008.80,87779.99,10.00,1222.05,1232.72,WIN,20.68,10.68,DOWN,BACKTEST
2025-12-23T06:15:00+00:00,BT-00209,SYN-202512230615,DOWN,0.5173,0.5500,0.0423,87539.99,87206.32,10.00,1232.72,1241.86,WIN,19.14,9.14,DOWN,BACKTEST
2025-12-23T08:45:00+00:00,BT-00210,SYN-202512230845,DOWN,0.4694,0.5200,0.0614,87606.87,87477.15,10.00,1241.86,1252.95,WIN,21.09,11.09,DOWN,BACKTEST
2025-12-23T12:15:00+00:00,BT-00211,SYN-202512231215,DOWN,0.4669,0.5200,0.0643,87819.76,87654.97,10.00,1252.95,1264.15,WIN,21.20,11.20,DOWN,BACKTEST
2025-12-23T14:15:00+00:00,BT-00212,SYN-202512231415,DOWN,0.4723,0.5200,0.0580,87754.77,87646.60,10.00,1264.15,1275.11,WIN,20.96,10.96,DOWN,BACKTEST
2025-12-23T14:45:00+00:00,BT-00213,SYN-202512231445,DOWN,0.4741,0.5200,0.0558,87431.82,86874.00,10.00,1275.11,1285.99,WIN,20.88,10.88,DOWN,BACKTEST
2025-12-23T15:15:00+00:00,BT-00214,SYN-202512231515,UP,0.4855,0.5500,0.0777,86964.35,87292.51,10.00,1285.99,1296.38,WIN,20.39,10.39,UP,BACKTEST
2025-12-23T16:00:00+00:00,BT-00215,SYN-202512231600,UP,0.5026,0.5500,0.0576,87443.45,87778.63,10.00,1296.38,1306.08,WIN,19.70,9.70,UP,BACKTEST
2025-12-23T17:30:00+00:00,BT-00216,SYN-202512231730,UP,0.4856,0.5200,0.0440,87733.20,87814.42,10.00,1306.08,1316.46,WIN,20.39,10.39,UP,BACKTEST
2025-12-23T18:00:00+00:00,BT-00217,SYN-202512231800,UP,0.5134,0.5500,0.0462,87180.00,87579.17,10.00,1316.46,1325.75,WIN,19.28,9.28,UP,BACKTEST
2025-12-23T18:45:00+00:00,BT-00218,SYN-202512231845,DOWN,0.4997,0.5500,0.0611,88120.30,87975.01,10.00,1325.75,1335.56,WIN,19.81,9.81,DOWN,BACKTEST
2025-12-23T19:45:00+00:00,BT-00219,SYN-202512231945,DOWN,0.4836,0.5200,0.0460,87817.41,87752.87,10.00,1335.56,1346.03,WIN,20.47,10.47,DOWN,BACKTEST
2025-12-23T20:15:00+00:00,BT-00220,SYN-202512232015,UP,0.5080,0.5500,0.0516,87652.28,87770.57,10.00,1346.03,1355.52,WIN,19.49,9.49,UP,BACKTEST
2025-12-23T20:45:00+00:00,BT-00221,SYN-202512232045,DOWN,0.4727,0.5200,0.0576,88198.44,87691.50,10.00,1355.52,1366.47,WIN,20.95,10.95,DOWN,BACKTEST
2025-12-24T02:00:00+00:00,BT-00222,SYN-202512240200,DOWN,0.4734,0.5200,0.0567,87632.51,87411.91,10.00,1366.47,1377.38,WIN,20.91,10.91,DOWN,BACKTEST
2025-12-24T03:00:00+00:00,BT-00223,SYN-202512240300,DOWN,0.4778,0.5200,0.0518,87134.39,87038.28,10.00,1377.38,1388.10,WIN,20.72,10.72,DOWN,BACKTEST
2025-12-24T08:30:00+00:00,BT-00224,SYN-202512240830,DOWN,0.4759,0.5200,0.0538,86940.77,86942.46,10.00,1388.10,1378.10,LOSS,0.00,-10.00,UP,BACKTEST
2025-12-24T13:30:00+00:00,BT-00225,SYN-202512241330,DOWN,0.4932,0.5200,0.0364,87269.99,87178.86,10.00,1378.10,1388.17,WIN,20.07,10.07,DOWN,BACKTEST
2025-12-24T14:15:00+00:00,BT-00226,SYN-202512241415,DOWN,0.4668,0.5200,0.0645,87415.32,87241.03,10.00,1388.17,1399.38,WIN,21.21,11.21,DOWN,BACKTEST
2025-12-24T14:45:00+00:00,BT-00227,SYN-202512241445,DOWN,0.4773,0.5200,0.0523,86994.31,86994.70,10.00,1399.38,1389.38,LOSS,0.00,-10.00,UP,BACKTEST
2025-12-24T23:00:00+00:00,BT-00228,SYN-202512242300,DOWN,0.4897,0.5500,0.0728,88009.82,87826.19,10.00,1389.38,1399.60,WIN,20.22,10.22,DOWN,BACKTEST
2025-12-25T01:30:00+00:00,BT-00229,SYN-202512250130,DOWN,0.4825,0.5200,0.0471,87705.95,87738.97,10.00,1399.60,1389.60,LOSS,0.00,-10.00,UP,BACKTEST
2025-12-25T08:15:00+00:00,BT-00230,SYN-202512250815,DOWN,0.4731,0.5200,0.0570,87793.32,87446.54,10.00,1389.60,1400.52,WIN,20.92,10.92,DOWN,BACKTEST
2025-12-25T11:00:00+00:00,BT-00231,SYN-202512251100,UP,0.4808,0.5200,0.0488,87414.15,87491.19,10.00,1400.52,1411.11,WIN,20.59,10.59,UP,BACKTEST
2025-12-25T15:45:00+00:00,BT-00232,SYN-202512251545,DOWN,0.4549,0.5200,0.0784,88505.35,88371.27,10.00,1411.11,1422.87,WIN,21.76,11.76,DOWN,BACKTEST
2025-12-25T16:45:00+00:00,BT-00233,SYN-202512251645,DOWN,0.4931,0.5200,0.0365,88331.23,88086.72,10.00,1422.87,1432.95,WIN,20.08,10.08,DOWN,BACKTEST
2025-12-25T22:45:00+00:00,BT-00234,SYN-202512252245,DOWN,0.5148,0.5500,0.0448,87709.82,87650.00,10.00,1432.95,1442.18,WIN,19.23,9.23,DOWN,BACKTEST
2025-12-25T23:30:00+00:00,BT-00235,SYN-202512252330,DOWN,0.4977,0.5500,0.0634,87491.00,87054.85,10.00,1442.18,1452.07,WIN,19.89,9.89,DOWN,BACKTEST
2025-12-26T00:15:00+00:00,BT-00236,SYN-202512260015,DOWN,0.4910,0.5200,0.0386,87196.14,87069.45,10.00,1452.07,1462.24,WIN,20.16,10.16,DOWN,BACKTEST
2025-12-26T02:15:00+00:00,BT-00237,SYN-202512260215,UP,0.4966,0.5500,0.0647,88195.67,89020.13,10.00,1462.24,1472.18,WIN,19.94,9.94,UP,BACKTEST
2025-12-26T03:15:00+00:00,BT-00238,SYN-202512260315,DOWN,0.4825,0.5500,0.0813,89044.06,88839.88,10.00,1472.18,1482.69,WIN,20.52,10.52,DOWN,BACKTEST
2025-12-26T04:30:00+00:00,BT-00239,SYN-202512260430,UP,0.4872,0.5200,0.0424,88713.65,89040.78,10.00,1482.69,1493.01,WIN,20.32,10.32,UP,BACKTEST
2025-12-26T07:30:00+00:00,BT-00240,SYN-202512260730,DOWN,0.4879,0.5500,0.0749,89422.18,88772.78,10.00,1493.01,1503.31,WIN,20.29,10.29,DOWN,BACKTEST
2025-12-26T08:00:00+00:00,BT-00241,SYN-202512260800,UP,0.5049,0.5500,0.0549,88470.75,88662.35,10.00,1503.31,1512.91,WIN,19.61,9.61,UP,BACKTEST
2025-12-26T10:30:00+00:00,BT-00242,SYN-202512261030,DOWN,0.4682,0.5200,0.0629,88820.93,88748.24,10.00,1512.91,1524.06,WIN,21.15,11.15,DOWN,BACKTEST
2025-12-26T12:00:00+00:00,BT-00243,SYN-202512261200,UP,0.4841,0.5200,0.0455,88533.43,88690.52,10.00,1524.06,1534.51,WIN,20.45,10.45,UP,BACKTEST
2025-12-26T14:30:00+00:00,BT-00244,SYN-202512261430,DOWN,0.4819,0.5200,0.0477,88967.93,88405.94,10.00,1534.51,1545.05,WIN,20.54,10.54,DOWN,BACKTEST
2025-12-26T15:00:00+00:00,BT-00245,SYN-202512261500,DOWN,0.4736,0.5500,0.0918,87380.44,86776.13,10.00,1545.05,1555.96,WIN,20.90,10.90,DOWN,BACKTEST
2025-12-26T15:30:00+00:00,BT-00246,SYN-202512261530,UP,0.4911,0.5200,0.0385,87007.97,87039.15,10.00,1555.96,1566.11,WIN,20.16,10.16,UP,BACKTEST
2025-12-26T16:15:00+00:00,BT-00247,SYN-202512261615,UP,0.4946,0.5200,0.0350,87012.66,87259.31,10.00,1566.11,1576.13,WIN,20.02,10.02,UP,BACKTEST
2025-12-27T22:15:00+00:00,BT-00248,SYN-202512272215,DOWN,0.4808,0.5200,0.0488,87864.31,87692.67,10.00,1576.13,1586.72,WIN,20.59,10.59,DOWN,BACKTEST
2025-12-29T01:00:00+00:00,BT-00249,SYN-202512290100,DOWN,0.4671,0.5500,0.0994,88295.68,88064.80,10.00,1586.72,1597.92,WIN,21.19,11.19,DOWN,BACKTEST
2025-12-29T01:45:00+00:00,BT-00250,SYN-202512290145,UP,0.4798,0.5200,0.0498,88304.04,88445.57,10.00,1597.92,1608.55,WIN,20.63,10.63,UP,BACKTEST
2025-12-29T02:15:00+00:00,BT-00251,SYN-202512290215,DOWN,0.4945,0.5500,0.0672,89265.32,89145.39,10.00,1608.55,1618.57,WIN,20.02,10.02,DOWN,BACKTEST
2025-12-29T03:30:00+00:00,BT-00252,SYN-202512290330,UP,0.5238,0.5500,0.0358,89481.43,89993.26,10.00,1618.57,1627.47,WIN,18.90,8.90,UP,BACKTEST
2025-12-29T05:15:00+00:00,BT-00253,SYN-202512290515,DOWN,0.4764,0.5200,0.0532,90215.62,90069.41,10.00,1627.47,1638.25,WIN,20.78,10.78,DOWN,BACKTEST
2025-12-29T07:30:00+00:00,BT-00254,SYN-202512290730,UP,0.4804,0.5200,0.0492,89526.32,89564.79,10.00,1638.25,1648.86,WIN,20.61,10.61,UP,BACKTEST
2025-12-29T09:30:00+00:00,BT-00255,SYN-202512290930,DOWN,0.4715,0.5500,0.0943,89326.00,88232.85,10.00,1648.86,1659.86,WIN,21.00,11.00,DOWN,BACKTEST
2025-12-29T10:15:00+00:00,BT-00256,SYN-202512291015,DOWN,0.4855,0.5200,0.0441,88076.47,88020.49,10.00,1659.86,1670.25,WIN,20.39,10.39,DOWN,BACKTEST
2025-12-29T12:30:00+00:00,BT-00257,SYN-202512291230,UP,0.4814,0.5200,0.0482,87268.34,87300.00,10.00,1670.25,1680.81,WIN,20.56,10.56,UP,BACKTEST
2025-12-29T19:00:00+00:00,BT-00258,SYN-202512291900,DOWN,0.4750,0.5200,0.0548,87464.78,87571.31,10.00,1680.81,1670.81,LOSS,0.00,-10.00,UP,BACKTEST
2025-12-30T02:45:00+00:00,BT-00259,SYN-202512300245,DOWN,0.4807,0.5200,0.0489,87155.98,87111.00,10.00,1670.81,1681.41,WIN,20.60,10.60,DOWN,BACKTEST
2025-12-30T08:15:00+00:00,BT-00260,SYN-202512300815,UP,0.5226,0.5500,0.0370,87886.52,87832.65,10.00,1681.41,1671.41,LOSS,0.00,-10.00,DOWN,BACKTEST
2025-12-30T13:30:00+00:00,BT-00261,SYN-202512301330,DOWN,0.4610,0.5200,0.0712,88095.99,88068.31,10.00,1671.41,1682.88,WIN,21.47,11.47,DOWN,BACKTEST
2025-12-30T14:30:00+00:00,BT-00262,SYN-202512301430,DOWN,0.4714,0.5200,0.0590,88130.53,88092.69,10.00,1682.88,1693.88,WIN,21.00,11.00,DOWN,BACKTEST
2025-12-30T15:00:00+00:00,BT-00263,SYN-202512301500,DOWN,0.4702,0.5500,0.0957,88875.82,88349.06,10.00,1693.88,1704.93,WIN,21.05,11.05,DOWN,BACKTEST
2025-12-30T16:00:00+00:00,BT-00264,SYN-202512301600,DOWN,0.4737,0.5200,0.0564,89016.36,88963.03,10.00,1704.93,1715.83,WIN,20.90,10.90,DOWN,BACKTEST
2025-12-30T16:30:00+00:00,BT-00265,SYN-202512301630,DOWN,0.4636,0.5200,0.0683,89218.56,88712.16,10.00,1715.83,1727.19,WIN,21.36,11.36,DOWN,BACKTEST
2025-12-30T17:15:00+00:00,BT-00266,SYN-202512301715,DOWN,0.5000,0.5500,0.0607,88765.42,88624.00,10.00,1727.19,1736.99,WIN,19.80,9.80,DOWN,BACKTEST
2025-12-30T17:45:00+00:00,BT-00267,SYN-202512301745,DOWN,0.4642,0.5500,0.1029,88533.43,88371.34,10.00,1736.99,1748.32,WIN,21.33,11.33,DOWN,BACKTEST
2025-12-30T20:00:00+00:00,BT-00268,SYN-202512302000,DOWN,0.4919,0.5200,0.0377,88226.15,88131.22,10.00,1748.32,1758.45,WIN,20.13,10.13,DOWN,BACKTEST
2025-12-31T01:15:00+00:00,BT-00269,SYN-202512310115,UP,0.4815,0.5200,0.0481,88308.53,88588.57,10.00,1758.45,1769.01,WIN,20.56,10.56,UP,BACKTEST
2025-12-31T09:00:00+00:00,BT-00270,SYN-202512310900,UP,0.4885,0.5200,0.0411,88434.66,88552.15,10.00,1769.01,1779.27,WIN,20.26,10.26,UP,BACKTEST
2025-12-31T14:30:00+00:00,BT-00271,SYN-202512311430,DOWN,0.4674,0.5200,0.0638,88950.00,88649.25,10.00,1779.27,1790.45,WIN,21.18,11.18,DOWN,BACKTEST
2025-12-31T15:30:00+00:00,BT-00272,SYN-202512311530,DOWN,0.4917,0.5200,0.0379,87983.56,88045.07,10.00,1790.45,1780.45,LOSS,0.00,-10.00,UP,BACKTEST
2026-01-01T09:15:00+00:00,BT-00273,SYN-202601010915,UP,0.4883,0.5200,0.0413,87849.26,87836.02,10.00,1780.45,1770.45,LOSS,0.00,-10.00,DOWN,BACKTEST
2026-01-02T09:15:00+00:00,BT-00274,SYN-202601020915,DOWN,0.4763,0.5200,0.0533,89252.01,89167.77,10.00,1770.45,1781.24,WIN,20.78,10.78,DOWN,BACKTEST
2026-01-02T12:00:00+00:00,BT-00275,SYN-202601021200,DOWN,0.4806,0.5200,0.0490,89502.94,89484.30,10.00,1781.24,1791.83,WIN,20.60,10.60,DOWN,BACKTEST
2026-01-02T13:30:00+00:00,BT-00276,SYN-202601021330,DOWN,0.4701,0.5200,0.0606,89560.54,89446.97,10.00,1791.83,1802.90,WIN,21.06,11.06,DOWN,BACKTEST
2026-01-02T14:15:00+00:00,BT-00277,SYN-202601021415,DOWN,0.4926,0.5500,0.0694,89133.35,88900.01,10.00,1802.90,1812.99,WIN,20.10,10.10,DOWN,BACKTEST
2026-01-02T14:45:00+00:00,BT-00278,SYN-202601021445,UP,0.5047,0.5500,0.0552,89387.66,89580.00,10.00,1812.99,1822.61,WIN,19.62,9.62,UP,BACKTEST
2026-01-02T15:30:00+00:00,BT-00279,SYN-202601021530,UP,0.5223,0.5500,0.0373,89128.63,89757.89,10.00,1822.61,1831.56,WIN,18.95,8.95,UP,BACKTEST
2026-01-02T16:30:00+00:00,BT-00280,SYN-202601021630,UP,0.5097,0.5500,0.0499,90055.86,90139.77,10.00,1831.56,1840.99,WIN,19.42,9.42,UP,BACKTEST
2026-01-02T17:00:00+00:00,BT-00281,SYN-202601021700,UP,0.5218,0.5500,0.0378,90376.05,90627.00,10.00,1840.99,1849.96,WIN,18.97,8.97,UP,BACKTEST
2026-01-02T17:45:00+00:00,BT-00282,SYN-202601021745,DOWN,0.4851,0.5200,0.0445,90519.30,90370.52,10.00,1849.96,1860.37,WIN,20.41,10.41,DOWN,BACKTEST
2026-01-02T18:30:00+00:00,BT-00283,SYN-202601021830,DOWN,0.4915,0.5200,0.0381,90305.99,90013.14,10.00,1860.37,1870.51,WIN,20.14,10.14,DOWN,BACKTEST
2026-01-02T20:45:00+00:00,BT-00284,SYN-202601022045,DOWN,0.4857,0.5200,0.0439,89901.85,89740.00,10.00,1870.51,1880.89,WIN,20.38,10.38,DOWN,BACKTEST
2026-01-03T08:00:00+00:00,BT-00285,SYN-202601030800,UP,0.4848,0.5200,0.0448,89577.13,89530.00,10.00,1880.89,1870.89,LOSS,0.00,-10.00,DOWN,BACKTEST
2026-01-03T12:45:00+00:00,BT-00286,SYN-202601031245,UP,0.4928,0.5200,0.0368,89793.58,90039.13,10.00,1870.89,1880.98,WIN,20.09,10.09,UP,BACKTEST
2026-01-03T20:30:00+00:00,BT-00287,SYN-202601032030,UP,0.4838,0.5200,0.0458,90123.76,90261.97,10.00,1880.98,1891.45,WIN,20.46,10.46,UP,BACKTEST
2026-01-03T22:15:00+00:00,BT-00288,SYN-202601032215,UP,0.4825,0.5200,0.0471,90520.55,90621.01,10.00,1891.45,1901.96,WIN,20.52,10.52,UP,BACKTEST
2026-01-03T23:15:00+00:00,BT-00289,SYN-202601032315,UP,0.4797,0.5200,0.0499,90538.00,90634.58,10.00,1901.96,1912.60,WIN,20.64,10.64,UP,BACKTEST
2026-01-04T00:00:00+00:00,BT-00290,SYN-202601040000,UP,0.4990,0.5500,0.0619,90628.01,91399.99,10.00,1912.60,1922.44,WIN,19.84,9.84,UP,BACKTEST
2026-01-04T03:15:00+00:00,BT-00291,SYN-202601040315,DOWN,0.4853,0.5200,0.0443,91338.59,91168.07,10.00,1922.44,1932.84,WIN,20.40,10.40,DOWN,BACKTEST
2026-01-04T08:00:00+00:00,BT-00292,SYN-202601040800,DOWN,0.4805,0.5500,0.0837,91532.00,91312.39,10.00,1932.84,1943.45,WIN,20.60,10.60,DOWN,BACKTEST
2026-01-04T19:00:00+00:00,BT-00293,SYN-202601041900,DOWN,0.4890,0.5200,0.0406,91205.38,91012.94,10.00,1943.45,1953.69,WIN,20.25,10.25,DOWN,BACKTEST
2026-01-04T23:00:00+00:00,BT-00294,SYN-202601042300,UP,0.4915,0.5500,0.0707,91220.00,91333.33,10.00,1953.69,1963.83,WIN,20.14,10.14,UP,BACKTEST
2026-01-05T00:00:00+00:00,BT-00295,SYN-202601050000,UP,0.4846,0.5500,0.0788,91529.74,91895.35,10.00,1963.83,1974.26,WIN,20.43,10.43,UP,BACKTEST
2026-01-05T01:15:00+00:00,BT-00296,SYN-202601050115,DOWN,0.4745,0.5200,0.0555,92954.40,92978.35,10.00,1974.26,1964.26,LOSS,0.00,-10.00,UP,BACKTEST
2026-01-05T02:30:00+00:00,BT-00297,SYN-202601050230,UP,0.5237,0.5500,0.0359,92746.20,92922.56,10.00,1964.26,1973.17,WIN,18.90,8.90,UP,BACKTEST
2026-01-05T10:45:00+00:00,BT-00298,SYN-202601051045,UP,0.4862,0.5200,0.0434,92853.18,93080.00,10.00,1973.17,1983.53,WIN,20.36,10.36,UP,BACKTEST
2026-01-05T11:45:00+00:00,BT-00299,SYN-202601051145,UP,0.4915,0.5200,0.0381,93012.38,93134.26,10.00,1983.53,1993.67,WIN,20.14,10.14,UP,BACKTEST
2026-01-05T14:30:00+00:00,BT-00300,SYN-202601051430,DOWN,0.4768,0.5200,0.0528,92766.91,93283.28,10.00,1993.67,1983.67,LOSS,0.00,-10.00,UP,BACKTEST
2026-01-05T15:30:00+00:00,BT-00301,SYN-202601051530,UP,0.4896,0.5500,0.0729,93394.30,93857.89,10.00,1983.67,1993.89,WIN,20.22,10.22,UP,BACKTEST
2026-01-05T16:30:00+00:00,BT-00302,SYN-202601051630,DOWN,0.4701,0.5200,0.0605,93837.93,93725.50,10.00,1993.89,2004.94,WIN,21.06,11.06,DOWN,BACKTEST
2026-01-05T18:00:00+00:00,BT-00303,SYN-202601051800,DOWN,0.4589,0.5200,0.0737,94317.84,94216.00,10.00,2004.94,2016.52,WIN,21.57,11.57,DOWN,BACKTEST
2026-01-05T18:45:00+00:00,BT-00304,SYN-202601051845,UP,0.5018,0.5500,0.0585,94009.96,94449.62,10.00,2016.52,2026.24,WIN,19.73,9.73,UP,BACKTEST
2026-01-05T20:00:00+00:00,BT-00305,SYN-202601052000,UP,0.4874,0.5200,0.0422,94303.40,94493.40,10.00,2026.24,2036.56,WIN,20.31,10.31,UP,BACKTEST
